,label,image,description
11802,forest,seg_train/seg_train/forest/18629.jpg,
11803,forest,seg_train/seg_train/forest/12726.jpg,
11804,forest,seg_train/seg_train/forest/7417.jpg,
11805,forest,seg_train/seg_train/forest/18288.jpg,
11806,forest,seg_train/seg_train/forest/15885.jpg,
11807,forest,seg_train/seg_train/forest/1080.jpg,
11808,forest,seg_train/seg_train/forest/14459.jpg,
11809,forest,seg_train/seg_train/forest/17144.jpg,
11810,forest,seg_train/seg_train/forest/489.jpg,
11811,forest,seg_train/seg_train/forest/3617.jpg,
11812,forest,seg_train/seg_train/forest/3820.jpg,
11813,forest,seg_train/seg_train/forest/8219.jpg,
11814,forest,seg_train/seg_train/forest/3346.jpg,
11815,forest,seg_train/seg_train/forest/13322.jpg,
11816,forest,seg_train/seg_train/forest/1886.jpg,
11817,forest,seg_train/seg_train/forest/19285.jpg,
11818,forest,seg_train/seg_train/forest/7899.jpg,
11819,forest,seg_train/seg_train/forest/8707.jpg,
11820,forest,seg_train/seg_train/forest/6008.jpg,
11821,forest,seg_train/seg_train/forest/958.jpg,
11822,forest,seg_train/seg_train/forest/4820.jpg,
11823,forest,seg_train/seg_train/forest/4905.jpg,
11824,forest,seg_train/seg_train/forest/690.jpg,
11825,forest,seg_train/seg_train/forest/8588.jpg,
11826,forest,seg_train/seg_train/forest/2019.jpg,
11827,forest,seg_train/seg_train/forest/12397.jpg,
11828,forest,seg_train/seg_train/forest/2345.jpg,
11829,forest,seg_train/seg_train/forest/13449.jpg,
11830,forest,seg_train/seg_train/forest/11556.jpg,
11831,forest,seg_train/seg_train/forest/17952.jpg,
11832,forest,seg_train/seg_train/forest/8034.jpg,
11833,forest,seg_train/seg_train/forest/12594.jpg,
11834,forest,seg_train/seg_train/forest/13994.jpg,
11835,forest,seg_train/seg_train/forest/3891.jpg,
11836,forest,seg_train/seg_train/forest/13114.jpg,
11837,forest,seg_train/seg_train/forest/8023.jpg,
11838,forest,seg_train/seg_train/forest/2027.jpg,
11839,forest,seg_train/seg_train/forest/14914.jpg,
11840,forest,seg_train/seg_train/forest/10154.jpg,
11841,forest,seg_train/seg_train/forest/3102.jpg,
11842,forest,seg_train/seg_train/forest/17664.jpg,
11843,forest,seg_train/seg_train/forest/11196.jpg,
11844,forest,seg_train/seg_train/forest/876.jpg,
11845,forest,seg_train/seg_train/forest/9789.jpg,
11846,forest,seg_train/seg_train/forest/6551.jpg,
11847,forest,seg_train/seg_train/forest/4983.jpg,
11848,forest,seg_train/seg_train/forest/16568.jpg,
11849,forest,seg_train/seg_train/forest/1968.jpg,
11850,forest,seg_train/seg_train/forest/9663.jpg,
11851,forest,seg_train/seg_train/forest/5544.jpg,
11852,forest,seg_train/seg_train/forest/11293.jpg,
11853,forest,seg_train/seg_train/forest/9223.jpg,
11854,forest,seg_train/seg_train/forest/6746.jpg,
11855,forest,seg_train/seg_train/forest/19697.jpg,
11856,forest,seg_train/seg_train/forest/6854.jpg,
11857,forest,seg_train/seg_train/forest/2294.jpg,
11858,forest,seg_train/seg_train/forest/4737.jpg,
11859,forest,seg_train/seg_train/forest/13703.jpg,
11860,forest,seg_train/seg_train/forest/733.jpg,
11861,forest,seg_train/seg_train/forest/10010.jpg,
11862,forest,seg_train/seg_train/forest/9418.jpg,
11863,forest,seg_train/seg_train/forest/8764.jpg,
11864,forest,seg_train/seg_train/forest/5814.jpg,
11865,forest,seg_train/seg_train/forest/2255.jpg,
11866,forest,seg_train/seg_train/forest/9006.jpg,
11867,forest,seg_train/seg_train/forest/9368.jpg,
11868,forest,seg_train/seg_train/forest/19291.jpg,
11869,forest,seg_train/seg_train/forest/12992.jpg,
11870,forest,seg_train/seg_train/forest/18421.jpg,
11871,forest,seg_train/seg_train/forest/15844.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
11872,forest,seg_train/seg_train/forest/7838.jpg,
11873,forest,seg_train/seg_train/forest/19535.jpg,
11874,forest,seg_train/seg_train/forest/8938.jpg,
11875,forest,seg_train/seg_train/forest/5861.jpg,
11876,forest,seg_train/seg_train/forest/17486.jpg,
11877,forest,seg_train/seg_train/forest/15135.jpg,
11878,forest,seg_train/seg_train/forest/3494.jpg,
11879,forest,seg_train/seg_train/forest/3624.jpg,
11880,forest,seg_train/seg_train/forest/903.jpg,
11881,forest,seg_train/seg_train/forest/464.jpg,
11882,forest,seg_train/seg_train/forest/5835.jpg,
11883,forest,seg_train/seg_train/forest/9784.jpg,
11884,forest,seg_train/seg_train/forest/15310.jpg,
11885,forest,seg_train/seg_train/forest/19849.jpg,
11886,forest,seg_train/seg_train/forest/18308.jpg,
11887,forest,seg_train/seg_train/forest/7571.jpg,
11888,forest,seg_train/seg_train/forest/19546.jpg,
11889,forest,seg_train/seg_train/forest/10673.jpg,
11890,forest,seg_train/seg_train/forest/6523.jpg,
11891,forest,seg_train/seg_train/forest/18318.jpg,
11892,forest,seg_train/seg_train/forest/11862.jpg,
11893,forest,seg_train/seg_train/forest/19730.jpg,
11894,forest,seg_train/seg_train/forest/9740.jpg,
11895,forest,seg_train/seg_train/forest/7238.jpg,
11896,forest,seg_train/seg_train/forest/15472.jpg,
11897,forest,seg_train/seg_train/forest/3532.jpg,
11898,forest,seg_train/seg_train/forest/1462.jpg,
11899,forest,seg_train/seg_train/forest/247.jpg,
11900,forest,seg_train/seg_train/forest/10121.jpg,
11901,forest,seg_train/seg_train/forest/16355.jpg,
11902,forest,seg_train/seg_train/forest/3172.jpg,
11903,forest,seg_train/seg_train/forest/8412.jpg,
11904,forest,seg_train/seg_train/forest/8076.jpg,
11905,forest,seg_train/seg_train/forest/3582.jpg,
11906,forest,seg_train/seg_train/forest/5880.jpg,
11907,forest,seg_train/seg_train/forest/5582.jpg,
11908,forest,seg_train/seg_train/forest/19415.jpg,
11909,forest,seg_train/seg_train/forest/18363.jpg,
11910,forest,seg_train/seg_train/forest/859.jpg,
11911,forest,seg_train/seg_train/forest/15358.jpg,
11912,forest,seg_train/seg_train/forest/9970.jpg,
11913,forest,seg_train/seg_train/forest/5850.jpg,
11914,forest,seg_train/seg_train/forest/15153.jpg,
11915,forest,seg_train/seg_train/forest/10898.jpg,
11916,forest,seg_train/seg_train/forest/4397.jpg,
11917,forest,seg_train/seg_train/forest/13337.jpg,
11918,forest,seg_train/seg_train/forest/9015.jpg,
11919,forest,seg_train/seg_train/forest/8309.jpg,
11920,forest,seg_train/seg_train/forest/12826.jpg,
11921,forest,seg_train/seg_train/forest/1851.jpg,
11922,forest,seg_train/seg_train/forest/11072.jpg,
11923,forest,seg_train/seg_train/forest/2077.jpg,
11924,forest,seg_train/seg_train/forest/3444.jpg,
11925,forest,seg_train/seg_train/forest/16390.jpg,
11926,forest,seg_train/seg_train/forest/14223.jpg,
11927,forest,seg_train/seg_train/forest/11484.jpg,
11928,forest,seg_train/seg_train/forest/4007.jpg,
11929,forest,seg_train/seg_train/forest/3871.jpg,
11930,forest,seg_train/seg_train/forest/7587.jpg,
11931,forest,seg_train/seg_train/forest/1372.jpg,
11932,forest,seg_train/seg_train/forest/11837.jpg,
11933,forest,seg_train/seg_train/forest/5547.jpg,
11934,forest,seg_train/seg_train/forest/9419.jpg,
11935,forest,seg_train/seg_train/forest/10207.jpg,
11936,forest,seg_train/seg_train/forest/5518.jpg,
11937,forest,seg_train/seg_train/forest/7378.jpg,
11938,forest,seg_train/seg_train/forest/1017.jpg,
11939,forest,seg_train/seg_train/forest/3100.jpg,
11940,forest,seg_train/seg_train/forest/18900.jpg,
11941,forest,seg_train/seg_train/forest/12881.jpg,
11942,forest,seg_train/seg_train/forest/10283.jpg,
11943,forest,seg_train/seg_train/forest/2040.jpg,
11944,forest,seg_train/seg_train/forest/10285.jpg,
11945,forest,seg_train/seg_train/forest/17114.jpg,
11946,forest,seg_train/seg_train/forest/17846.jpg,
11947,forest,seg_train/seg_train/forest/5335.jpg,
11948,forest,seg_train/seg_train/forest/12016.jpg,
11949,forest,seg_train/seg_train/forest/545.jpg,
11950,forest,seg_train/seg_train/forest/19379.jpg,
11951,forest,seg_train/seg_train/forest/1163.jpg,
11952,forest,seg_train/seg_train/forest/352.jpg,
11953,forest,seg_train/seg_train/forest/10497.jpg,
11954,forest,seg_train/seg_train/forest/2849.jpg,
11955,forest,seg_train/seg_train/forest/18735.jpg,
11956,forest,seg_train/seg_train/forest/15466.jpg,
11957,forest,seg_train/seg_train/forest/4165.jpg,
11958,forest,seg_train/seg_train/forest/18622.jpg,
11959,forest,seg_train/seg_train/forest/1217.jpg,
11960,forest,seg_train/seg_train/forest/17238.jpg,
11961,forest,seg_train/seg_train/forest/12227.jpg,
11962,forest,seg_train/seg_train/forest/7616.jpg,
11963,forest,seg_train/seg_train/forest/9615.jpg,
11964,forest,seg_train/seg_train/forest/7936.jpg,
11965,forest,seg_train/seg_train/forest/15104.jpg,
11966,forest,seg_train/seg_train/forest/6196.jpg,
11967,forest,seg_train/seg_train/forest/14609.jpg,
11968,forest,seg_train/seg_train/forest/11095.jpg,
11969,forest,seg_train/seg_train/forest/14185.jpg,
11970,forest,seg_train/seg_train/forest/3078.jpg,
11971,forest,seg_train/seg_train/forest/10103.jpg,
11972,forest,seg_train/seg_train/forest/6490.jpg,
11973,forest,seg_train/seg_train/forest/12993.jpg,
11974,forest,seg_train/seg_train/forest/19635.jpg,
11975,forest,seg_train/seg_train/forest/5729.jpg,
11976,forest,seg_train/seg_train/forest/16928.jpg,
11977,forest,seg_train/seg_train/forest/2122.jpg,
11978,forest,seg_train/seg_train/forest/10145.jpg,
11979,forest,seg_train/seg_train/forest/8442.jpg,
11980,forest,seg_train/seg_train/forest/2537.jpg,
11981,forest,seg_train/seg_train/forest/12154.jpg,
11982,forest,seg_train/seg_train/forest/5150.jpg,
11983,forest,seg_train/seg_train/forest/8545.jpg,
11984,forest,seg_train/seg_train/forest/4605.jpg,
11985,forest,seg_train/seg_train/forest/5406.jpg,
11986,forest,seg_train/seg_train/forest/9579.jpg,
11987,forest,seg_train/seg_train/forest/13592.jpg,
11988,forest,seg_train/seg_train/forest/5345.jpg,
11989,forest,seg_train/seg_train/forest/9389.jpg,
11990,forest,seg_train/seg_train/forest/929.jpg,
11991,forest,seg_train/seg_train/forest/12490.jpg,
11992,forest,seg_train/seg_train/forest/17963.jpg,
11993,forest,seg_train/seg_train/forest/16600.jpg,
11994,forest,seg_train/seg_train/forest/10275.jpg,
11995,forest,seg_train/seg_train/forest/10347.jpg,
11996,forest,seg_train/seg_train/forest/9472.jpg,
11997,forest,seg_train/seg_train/forest/1692.jpg,
11998,forest,seg_train/seg_train/forest/8236.jpg,
11999,forest,seg_train/seg_train/forest/6098.jpg,
12000,forest,seg_train/seg_train/forest/7595.jpg,
12001,forest,seg_train/seg_train/forest/12170.jpg,
12002,forest,seg_train/seg_train/forest/12900.jpg,
12003,forest,seg_train/seg_train/forest/20004.jpg,
12004,forest,seg_train/seg_train/forest/12888.jpg,
12005,forest,seg_train/seg_train/forest/5014.jpg,
12006,forest,seg_train/seg_train/forest/12788.jpg,
12007,forest,seg_train/seg_train/forest/16060.jpg,
12008,forest,seg_train/seg_train/forest/725.jpg,
12009,forest,seg_train/seg_train/forest/11083.jpg,
12010,forest,seg_train/seg_train/forest/17831.jpg,
12011,forest,seg_train/seg_train/forest/6310.jpg,
12012,forest,seg_train/seg_train/forest/17985.jpg,
12013,forest,seg_train/seg_train/forest/15605.jpg,
12014,forest,seg_train/seg_train/forest/16363.jpg,
12015,forest,seg_train/seg_train/forest/18042.jpg,
12016,forest,seg_train/seg_train/forest/15233.jpg,
12017,forest,seg_train/seg_train/forest/19000.jpg,
12018,forest,seg_train/seg_train/forest/7056.jpg,
12019,forest,seg_train/seg_train/forest/14632.jpg,
12020,forest,seg_train/seg_train/forest/15474.jpg,
12021,forest,seg_train/seg_train/forest/9852.jpg,
12022,forest,seg_train/seg_train/forest/10078.jpg,
12023,forest,seg_train/seg_train/forest/11760.jpg,
12024,forest,seg_train/seg_train/forest/16154.jpg,
12025,forest,seg_train/seg_train/forest/15329.jpg,
12026,forest,seg_train/seg_train/forest/8633.jpg,
12027,forest,seg_train/seg_train/forest/3422.jpg,
12028,forest,seg_train/seg_train/forest/9539.jpg,
12029,forest,seg_train/seg_train/forest/16047.jpg,
12030,forest,seg_train/seg_train/forest/4972.jpg,
12031,forest,seg_train/seg_train/forest/4146.jpg,
12032,forest,seg_train/seg_train/forest/5587.jpg,
12033,forest,seg_train/seg_train/forest/15565.jpg,
12034,forest,seg_train/seg_train/forest/18248.jpg,
12035,forest,seg_train/seg_train/forest/14289.jpg,
12036,forest,seg_train/seg_train/forest/6870.jpg,
12037,forest,seg_train/seg_train/forest/2909.jpg,
12038,forest,seg_train/seg_train/forest/19129.jpg,
12039,forest,seg_train/seg_train/forest/16038.jpg,
12040,forest,seg_train/seg_train/forest/1927.jpg,
12041,forest,seg_train/seg_train/forest/16262.jpg,
12042,forest,seg_train/seg_train/forest/997.jpg,
12043,forest,seg_train/seg_train/forest/966.jpg,
12044,forest,seg_train/seg_train/forest/11472.jpg,
12045,forest,seg_train/seg_train/forest/12672.jpg,
12046,forest,seg_train/seg_train/forest/12968.jpg,
12047,forest,seg_train/seg_train/forest/6616.jpg,
12048,forest,seg_train/seg_train/forest/7093.jpg,
12049,forest,seg_train/seg_train/forest/17464.jpg,
12050,forest,seg_train/seg_train/forest/4177.jpg,
12051,forest,seg_train/seg_train/forest/10368.jpg,
12052,forest,seg_train/seg_train/forest/18786.jpg,
12053,forest,seg_train/seg_train/forest/15418.jpg,
12054,forest,seg_train/seg_train/forest/11510.jpg,
12055,forest,seg_train/seg_train/forest/583.jpg,
12056,forest,seg_train/seg_train/forest/14449.jpg,
12057,forest,seg_train/seg_train/forest/16975.jpg,
12058,forest,seg_train/seg_train/forest/13142.jpg,
12059,forest,seg_train/seg_train/forest/18529.jpg,
12060,forest,seg_train/seg_train/forest/13922.jpg,
12061,forest,seg_train/seg_train/forest/14067.jpg,
12062,forest,seg_train/seg_train/forest/11140.jpg,
12063,forest,seg_train/seg_train/forest/923.jpg,
12064,forest,seg_train/seg_train/forest/3686.jpg,
12065,forest,seg_train/seg_train/forest/11660.jpg,
12066,forest,seg_train/seg_train/forest/13090.jpg,
12067,forest,seg_train/seg_train/forest/316.jpg,
12068,forest,seg_train/seg_train/forest/2307.jpg,
12069,forest,seg_train/seg_train/forest/12208.jpg,
12070,forest,seg_train/seg_train/forest/13765.jpg,
12071,forest,seg_train/seg_train/forest/3900.jpg,
12072,forest,seg_train/seg_train/forest/18494.jpg,
12073,forest,seg_train/seg_train/forest/10909.jpg,
12074,forest,seg_train/seg_train/forest/19796.jpg,
12075,forest,seg_train/seg_train/forest/12945.jpg,
12076,forest,seg_train/seg_train/forest/2400.jpg,
12077,forest,seg_train/seg_train/forest/9072.jpg,
12078,forest,seg_train/seg_train/forest/2526.jpg,
12079,forest,seg_train/seg_train/forest/850.jpg,
12080,forest,seg_train/seg_train/forest/1555.jpg,
12081,forest,seg_train/seg_train/forest/17923.jpg,
12082,forest,seg_train/seg_train/forest/4747.jpg,
12083,forest,seg_train/seg_train/forest/4191.jpg,
12084,forest,seg_train/seg_train/forest/13444.jpg,
12085,forest,seg_train/seg_train/forest/7408.jpg,
12086,forest,seg_train/seg_train/forest/2924.jpg,
12087,forest,seg_train/seg_train/forest/8166.jpg,
12088,forest,seg_train/seg_train/forest/4739.jpg,
12089,forest,seg_train/seg_train/forest/10577.jpg,
12090,forest,seg_train/seg_train/forest/18348.jpg,
12091,forest,seg_train/seg_train/forest/3183.jpg,
12092,forest,seg_train/seg_train/forest/8539.jpg,
12093,forest,seg_train/seg_train/forest/11775.jpg,
12094,forest,seg_train/seg_train/forest/4307.jpg,
12095,forest,seg_train/seg_train/forest/5574.jpg,
12096,forest,seg_train/seg_train/forest/9525.jpg,
12097,forest,seg_train/seg_train/forest/2306.jpg,
12098,forest,seg_train/seg_train/forest/3430.jpg,
12099,forest,seg_train/seg_train/forest/16149.jpg,
12100,forest,seg_train/seg_train/forest/5804.jpg,
12101,forest,seg_train/seg_train/forest/17180.jpg,
12102,forest,seg_train/seg_train/forest/17494.jpg,
12103,forest,seg_train/seg_train/forest/4020.jpg,
12104,forest,seg_train/seg_train/forest/14477.jpg,
12105,forest,seg_train/seg_train/forest/5058.jpg,
12106,forest,seg_train/seg_train/forest/4909.jpg,
12107,forest,seg_train/seg_train/forest/16124.jpg,
12108,forest,seg_train/seg_train/forest/3130.jpg,
12109,forest,seg_train/seg_train/forest/450.jpg,
12110,forest,seg_train/seg_train/forest/18230.jpg,
12111,forest,seg_train/seg_train/forest/8452.jpg,
12112,forest,seg_train/seg_train/forest/7363.jpg,
12113,forest,seg_train/seg_train/forest/10713.jpg,
12114,forest,seg_train/seg_train/forest/10707.jpg,
12115,forest,seg_train/seg_train/forest/5534.jpg,
12116,forest,seg_train/seg_train/forest/778.jpg,
12117,forest,seg_train/seg_train/forest/2445.jpg,
12118,forest,seg_train/seg_train/forest/18527.jpg,
12119,forest,seg_train/seg_train/forest/17975.jpg,
12120,forest,seg_train/seg_train/forest/1766.jpg,
12121,forest,seg_train/seg_train/forest/195.jpg,
12122,forest,seg_train/seg_train/forest/2676.jpg,
12123,forest,seg_train/seg_train/forest/8047.jpg,
12124,forest,seg_train/seg_train/forest/317.jpg,
12125,forest,seg_train/seg_train/forest/13890.jpg,
12126,forest,seg_train/seg_train/forest/8827.jpg,
12127,forest,seg_train/seg_train/forest/7696.jpg,
12128,forest,seg_train/seg_train/forest/5944.jpg,
12129,forest,seg_train/seg_train/forest/16249.jpg,
12130,forest,seg_train/seg_train/forest/15593.jpg,
12131,forest,seg_train/seg_train/forest/6004.jpg,
12132,forest,seg_train/seg_train/forest/15976.jpg,
12133,forest,seg_train/seg_train/forest/8778.jpg,
12134,forest,seg_train/seg_train/forest/2232.jpg,
12135,forest,seg_train/seg_train/forest/15199.jpg,
12136,forest,seg_train/seg_train/forest/17107.jpg,
12137,forest,seg_train/seg_train/forest/2699.jpg,
12138,forest,seg_train/seg_train/forest/9647.jpg,
12139,forest,seg_train/seg_train/forest/13075.jpg,
12140,forest,seg_train/seg_train/forest/16817.jpg,
12141,forest,seg_train/seg_train/forest/14047.jpg,
12142,forest,seg_train/seg_train/forest/2512.jpg,
12143,forest,seg_train/seg_train/forest/2131.jpg,
12144,forest,seg_train/seg_train/forest/3272.jpg,
12145,forest,seg_train/seg_train/forest/1457.jpg,
12146,forest,seg_train/seg_train/forest/11665.jpg,
12147,forest,seg_train/seg_train/forest/15459.jpg,
12148,forest,seg_train/seg_train/forest/10325.jpg,
12149,forest,seg_train/seg_train/forest/10703.jpg,
12150,forest,seg_train/seg_train/forest/19591.jpg,
12151,forest,seg_train/seg_train/forest/9541.jpg,
12152,forest,seg_train/seg_train/forest/6366.jpg,
12153,forest,seg_train/seg_train/forest/1096.jpg,
12154,forest,seg_train/seg_train/forest/4691.jpg,
12155,forest,seg_train/seg_train/forest/3737.jpg,
12156,forest,seg_train/seg_train/forest/3542.jpg,
12157,forest,seg_train/seg_train/forest/13334.jpg,
12158,forest,seg_train/seg_train/forest/4354.jpg,
12159,forest,seg_train/seg_train/forest/5003.jpg,
12160,forest,seg_train/seg_train/forest/9611.jpg,
12161,forest,seg_train/seg_train/forest/9842.jpg,
12162,forest,seg_train/seg_train/forest/11541.jpg,
12163,forest,seg_train/seg_train/forest/16155.jpg,
12164,forest,seg_train/seg_train/forest/5816.jpg,
12165,forest,seg_train/seg_train/forest/8494.jpg,
12166,forest,seg_train/seg_train/forest/9645.jpg,
12167,forest,seg_train/seg_train/forest/6252.jpg,
12168,forest,seg_train/seg_train/forest/12787.jpg,
12169,forest,seg_train/seg_train/forest/5219.jpg,
12170,forest,seg_train/seg_train/forest/11239.jpg,
12171,forest,seg_train/seg_train/forest/18277.jpg,
12172,forest,seg_train/seg_train/forest/2787.jpg,
12173,forest,seg_train/seg_train/forest/5247.jpg,
12174,forest,seg_train/seg_train/forest/17940.jpg,
12175,forest,seg_train/seg_train/forest/1690.jpg,
12176,forest,seg_train/seg_train/forest/10314.jpg,
12177,forest,seg_train/seg_train/forest/11925.jpg,
12178,forest,seg_train/seg_train/forest/11479.jpg,
12179,forest,seg_train/seg_train/forest/5912.jpg,
12180,forest,seg_train/seg_train/forest/411.jpg,
12181,forest,seg_train/seg_train/forest/12641.jpg,
12182,forest,seg_train/seg_train/forest/15264.jpg,
12183,forest,seg_train/seg_train/forest/13942.jpg,
12184,forest,seg_train/seg_train/forest/5116.jpg,
12185,forest,seg_train/seg_train/forest/2029.jpg,
12186,forest,seg_train/seg_train/forest/3220.jpg,
12187,forest,seg_train/seg_train/forest/115.jpg,
12188,forest,seg_train/seg_train/forest/15270.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12189,forest,seg_train/seg_train/forest/16111.jpg,
12190,forest,seg_train/seg_train/forest/16615.jpg,
12191,forest,seg_train/seg_train/forest/10186.jpg,
12192,forest,seg_train/seg_train/forest/3411.jpg, The image shows a scene of a forest. The main object in the image is (B) forest.
12193,forest,seg_train/seg_train/forest/1670.jpg,
12194,forest,seg_train/seg_train/forest/13572.jpg, The image shows a scene of a forest. The main object in the image is (B) forest.
12195,forest,seg_train/seg_train/forest/11815.jpg, The image shows a scene of a forest. The main object in the image is (B) forest.
12196,forest,seg_train/seg_train/forest/131.jpg,
12197,forest,seg_train/seg_train/forest/5438.jpg,
12198,forest,seg_train/seg_train/forest/3781.jpg,
12199,forest,seg_train/seg_train/forest/19406.jpg,
12200,forest,seg_train/seg_train/forest/521.jpg,
12201,forest,seg_train/seg_train/forest/17454.jpg,
12202,forest,seg_train/seg_train/forest/5673.jpg, The image is a black-and-white photo of a dense forest. The main object in the image is a forest. (B)
12203,forest,seg_train/seg_train/forest/2357.jpg,
12204,forest,seg_train/seg_train/forest/13748.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12205,forest,seg_train/seg_train/forest/5992.jpg,
12206,forest,seg_train/seg_train/forest/14075.jpg,
12207,forest,seg_train/seg_train/forest/651.jpg, The image shows a close-up of moss in a forest. The moss is bright green and covers the ground and some rocks. There are some trees in the background. The main object in the image is (B) forest.
12208,forest,seg_train/seg_train/forest/6555.jpg,
12209,forest,seg_train/seg_train/forest/11641.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12210,forest,seg_train/seg_train/forest/6049.jpg,
12211,forest,seg_train/seg_train/forest/19002.jpg,
12212,forest,seg_train/seg_train/forest/10527.jpg,
12213,forest,seg_train/seg_train/forest/5102.jpg,
12214,forest,seg_train/seg_train/forest/7053.jpg, The image is a black and white photo of a dense forest. (B)
12215,forest,seg_train/seg_train/forest/16761.jpg,
12216,forest,seg_train/seg_train/forest/4413.jpg, The image shows a scene of a forest. There are tall trees and a path on the ground. The main object in the image is (B) forest.
12217,forest,seg_train/seg_train/forest/7414.jpg,
12218,forest,seg_train/seg_train/forest/10037.jpg,
12219,forest,seg_train/seg_train/forest/13970.jpg,
12220,forest,seg_train/seg_train/forest/1507.jpg, The image shows a scene in a forest. The main object in the image is a (B) forest.
12221,forest,seg_train/seg_train/forest/1154.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
12222,forest,seg_train/seg_train/forest/4004.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
12223,forest,seg_train/seg_train/forest/757.jpg," The image shows a bamboo forest. The main object in the image is a forest.
(B)"
12224,forest,seg_train/seg_train/forest/5711.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12225,forest,seg_train/seg_train/forest/9176.jpg,
12226,forest,seg_train/seg_train/forest/3468.jpg,
12227,forest,seg_train/seg_train/forest/19779.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12228,forest,seg_train/seg_train/forest/6889.jpg,
12229,forest,seg_train/seg_train/forest/11908.jpg,
12230,forest,seg_train/seg_train/forest/18301.jpg,
12231,forest,seg_train/seg_train/forest/16005.jpg,
12232,forest,seg_train/seg_train/forest/2520.jpg,
12233,forest,seg_train/seg_train/forest/724.jpg,
12234,forest,seg_train/seg_train/forest/2310.jpg,
12235,forest,seg_train/seg_train/forest/7916.jpg, The image shows a scene in a forest. There are large boulders and trees in the forest. The main object in the image is (B) forest.
12236,forest,seg_train/seg_train/forest/10242.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12237,forest,seg_train/seg_train/forest/4498.jpg," The image shows a scene in a forest. The main object in the image is a forest.
(B)"
12238,forest,seg_train/seg_train/forest/5098.jpg, (B) The main object in the image is a forest.
12239,forest,seg_train/seg_train/forest/11419.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12240,forest,seg_train/seg_train/forest/17445.jpg,
12241,forest,seg_train/seg_train/forest/14269.jpg,
12242,forest,seg_train/seg_train/forest/18207.jpg, The image shows a scene in a forest. The main object in the image is a (B) forest.
12243,forest,seg_train/seg_train/forest/18568.jpg, The image shows a scene in a forest. The main object in the image is a tree. (B)
12244,forest,seg_train/seg_train/forest/4381.jpg, The image is in black and white. It looks like a photo of a dense forest. There are a lot of tall trees in the forest. The trees are so tall that they block out the sun. It is dark and gloomy in the forest. There is a path in the forest. The path is narrow and winding. It looks like it leads to somewhere. The main object in the image is (B) forest.
12245,forest,seg_train/seg_train/forest/7694.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12246,forest,seg_train/seg_train/forest/8337.jpg, The image shows a lush green forest with a few buildings on a hill. There are some red flowers in the middle of the forest. The main object in the image is (B) forest.
12247,forest,seg_train/seg_train/forest/5266.jpg, The image shows a forest with a lot of green vegetation. There is a large tree trunk lying on the ground in the middle of the forest. The main object in the image is (B) forest.
12248,forest,seg_train/seg_train/forest/472.jpg,
12249,forest,seg_train/seg_train/forest/10142.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12250,forest,seg_train/seg_train/forest/1249.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12251,forest,seg_train/seg_train/forest/10533.jpg,
12252,forest,seg_train/seg_train/forest/2032.jpg, The image shows a scene in a forest. The main object in the image is a (B) forest.
12253,forest,seg_train/seg_train/forest/2638.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12254,forest,seg_train/seg_train/forest/12560.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12255,forest,seg_train/seg_train/forest/12808.jpg, The image is in black and white. It is a picture of a forest. The main object in the image is (B) forest.
12256,forest,seg_train/seg_train/forest/6805.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12257,forest,seg_train/seg_train/forest/1989.jpg,
12258,forest,seg_train/seg_train/forest/15681.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12259,forest,seg_train/seg_train/forest/10089.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12260,forest,seg_train/seg_train/forest/6104.jpg, (B) It's a forest of birch trees.
12261,forest,seg_train/seg_train/forest/2892.jpg, The image shows a scene in a forest. The main object in the image is (B) forest.
12262,forest,seg_train/seg_train/forest/16172.jpg, The image is a photo of a forest. The main object in the image is a forest. (B)
12263,forest,seg_train/seg_train/forest/13582.jpg, The image is of a forest. The main object in the image is (B) forest.
12264,forest,seg_train/seg_train/forest/8567.jpg, The image shows a park. The main object in the image is a park path. (F)
12265,forest,seg_train/seg_train/forest/7411.jpg,
12266,forest,seg_train/seg_train/forest/15531.jpg,
12267,forest,seg_train/seg_train/forest/16255.jpg,
12268,forest,seg_train/seg_train/forest/2581.jpg, The image shows a scene in a forest. There are tall trees and a winding path on the forest floor. The sun is shining through the trees. (B)
12269,forest,seg_train/seg_train/forest/170.jpg,
12270,forest,seg_train/seg_train/forest/13884.jpg,
12271,forest,seg_train/seg_train/forest/12346.jpg,
